name,type,headline,gender,created_time,vote,comment,content
匿名用户,people,,1,2018-04-20 15:23:42,8,0,不靠炒房靠什么？靠踏踏实实干吗？别逗了，就那么点工资能干嘛？
Treeds,people,,1,2018-04-20 09:47:43,0,0,几十前年，日本人也这么想的
颜不如鱼,people,放高利贷的,-1,2018-04-19 08:31:40,1,2,一群哗众取宠的自媒体罢了，就像有人说因为茅台股价高，所以中美开战要茅台上，这种狗屁逻辑要是讲得通，那美国是不是要让暴雪来跟我们干？不过是一群因为错过了买房时机的屌丝，想靠着这种满嘴跑火车，发泄一下戾气罢了。
