name,type,headline,gender,created_time,vote,comment,content
XYGO,people,汽车前瞻造型设计师 / 设计研究,1,2018-05-02 09:56:26,14,0,"美国钢铁工人协会(United Steelworkers，USW)，全称叫：钢铁、造纸、林业、橡胶、制造业、能源以及相关工业与服务业的国际工会(The United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union)注意加粗。别被这个团体的简称给迷惑了。之所以保留United Steelworkers这个简称，乃是因为USW起家于钢铁行业，但是发展到今天70多年，早已成为一个跨多个制造行业的大型工会组织了。橡胶行业包括轮胎，也在USW的职能之中。"
