name,type,headline,gender,created_time,vote,comment,content
180天后再改,people,,-1,2018-04-13 15:01:12,14,6,不包括违反自由贸易的国家。简单点，你可以理解为以后宝马奔驰没有进口关税了，丰田没有进口关税了。你米国别叨叨，福特还在关税里面，而且还加增关税。这是拉一批打一个呢。
大鹏,people,黄金外汇操盘手,1,2018-04-13 11:14:19,1,3,谢谢邀请，汽车减税早都确定了，中国加入世贸组织的时候就已经有协定，十年之后降低进口关税，汽车是主要的，这和目前的中美贸易战没有关系，之前就已经定好了。
杨威,people,本人知乎喜欢谈风月，少谈风云。,1,2018-04-13 21:17:34,0,0,这些政策去年就吹风了，贸易战不是关税那么简单，简单来说，我怎么开放我来决定，你来协商，不是你说了算，我听你的。
凌海威,people,,1,2018-04-15 00:54:44,0,0,新华社不是有社论吗？不遵守规则的国家不包括在政策范围内！BB哭晕了吧！
