name,type,headline,gender,created_time,vote,comment,content
yang leonier,people,Black-frame Glasses and Belts,1,2018-04-22 00:36:49,6,0,大概只有当年的英国东印度公司了。
like423423,people,,-1,2018-04-22 03:13:27,0,0,这个取决于是否属于核心科技，是否有替代品。如果是没什么科技含量的中国分分钟就能自己做出来，如果有替代品也没什么。就怕这种科技含量高没法短时间自主生产又没有替代品的东西，俗称卡脖子！
