name,type,headline,gender,created_time,vote,comment,content
杨也不知道,people,克莱登大学飞天面条教大祭酒，澳宋国“前宋石学”研究员。,1,2019-05-23 21:56:13,0,0,伟大的唯一的先知（不这么写估计过不去），在唯一的真经里貌似说过大意如下的话：哪怕真理在遥远的中国，我们也要去学习他。如我并不喜欢宗教活动，但对于上面这句话我依然认可并支持一样，开放包容恰是我们现在胜于他人的地方，真理没有国度，哪怕是在遥远的大洋彼岸，一个并不欢迎我们的地方，只要他们能为我们所用，对我们有益，我们就应该主动的向真理走过去！
STS-1,people,航天爱好者，INTP,1,2019-05-26 09:57:44,0,0,很好，非常好，又红又专的接班人最好申请耶鲁大学，这可是为数不多的战斗在敌人的心脏的机会啊！
