name,type,headline,gender,created_time,vote,comment,content
任晶磊,people,得之坦然，失之淡然，争其必然，顺其自然,1,2019-05-20 20:08:03,10,17,已经公开的信息是不受美国出口限制的。所以，美国无法禁止开源软件出口。况且，代码随时都被复制到全世界各个角落了，根本也管制不了啊。要搞清楚一点，我们受制于人的是服务和平台，不是开源代码本身。每个技术人都知道，我们的教育和产业发展都极大受益于开源软件，把污水往开源引很不厚道！“国产开源”“开源自立”都是扯淡，拿开源包装做自主可控的丑闻出了多少起了，当心有人要发“国难”财！
吴烜,people,中文编程专栏: zhuanlan.zhihu.com/codeInChinese,1,2018-04-20 00:52:57,1,9,"2019年5月19日, 路透社：谷歌已停止与华为部分合作_影响. 结合之前华为自研操作系统和编程语言的消息, 希望国产开源软件自此崛起.看来至少是可能的: 中兴回应可能被禁用安卓系统：核实后再讨论取代系统自主的基础软件需要恶补. 希望在源码中尽量多用中文命名, 少交""英语税""."
